Species;Height_gen;Height_veg;Height_veg&gen;LDMC;Leaf_area;Leaf_area1;Leaf_area2;Leaf_area3;Leaf_area4;Leaf_area5;Leaf_area6;Leaf_area7;Leaf_dry_mass;Leaf_fresh_mass;Leaf_length;Leaf_mass;Leaf_width;LeafArBRIT6CLASSFACTORIAL;Seed_dry_mass;Seed_number_per_inflorescence;Seed_number_per_plant;Seed_number_per_plant_BRIT5CLASSFACTORIAL;Seedmass;SLA;SLA1;SLA2;SLA3;SLA4;SLA5;sum_all_traits;Height_Grouped;Leaf_Grouped;Seed_Grouped;sum_Grouped;Height_veg_Selected;LDMC_Selected;Leaf_area_Selected;Leaf_dry_mass_Selected;Seed_dry_mass_Selected;Seed_number_per_plant_Selected;SLA2_Selected;sum_Selected
Rumex hydrolapathum;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;0;0;2
Rumex longifolius;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Rumex maritimus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Rumex obtusifolius;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Rumex sanguineus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Ruppia cirrhosa;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;7;1;1;0;2;1;1;1;1;0;0;1;5
Ruppia maritima;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;9;1;1;1;3;1;1;1;1;0;0;1;5
Sagina caespitosa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Sagina maritima;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Sagina nivalis;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;10;1;1;1;3;1;0;1;1;1;1;0;5
Sagina nodosa;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Sagina normaniana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sagina procumbens;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Sagina saginoides;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;0;0;0;14;1;1;1;3;1;1;0;1;1;1;1;6
Sagina subulata;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;6;1;1;1;3;1;0;0;0;1;0;0;2
Sagittaria sagittifolia;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Salicornia dolichostachya;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;7;1;0;1;2;1;0;0;0;1;1;0;3
Salicornia europaea;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Salicornia pojarkovae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salicornia procumbens;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1
Salix ×arctogena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salix arbuscula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salix aurita;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Salix bebbiana;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;1;0;0;0;1;0;0;2
Salix caprea;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;13;1;1;0;2;1;1;1;1;0;0;1;5
Salix cinerea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salix daphnoides;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Salix glauca;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Salix hastata;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;10;1;1;1;3;1;1;0;1;1;0;0;4
Salix herbacea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salix lanata;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;21;1;1;1;3;1;1;1;1;1;1;1;7
Salix lapponum;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;0;1;6
Salix myrsinifolia;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;17;1;1;1;3;1;1;1;1;0;1;1;6
Salix myrsinites;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Salix myrtilloides;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;9;1;1;0;2;1;0;0;1;0;0;0;2
Salix pentandra;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Salix phylicifolia;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;14;1;1;1;3;1;1;0;1;0;1;1;5
Salix polaris;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Salix repens;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;0;1;6
Salix reticulata;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Salix starkeana;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;14;1;1;0;2;1;1;1;1;0;0;1;5
Salix triandra;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Sanguisorba officinalis;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Sanicula europaea;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Saussurea alpina;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Saxifraga adscendens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga aizoides;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Saxifraga cernua;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;9;1;1;1;3;1;0;1;1;0;0;0;3
Saxifraga cespitosa;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;5;1;1;1;3;1;0;0;0;1;0;0;2
Saxifraga cotyledon;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;12;1;1;1;3;1;1;1;1;1;0;1;6
Saxifraga granulata;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Saxifraga hirculus;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;1;0;1;0;0;16;1;1;1;3;1;0;1;1;1;0;0;4
Saxifraga hypnoides;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Saxifraga opdalensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga oppositifolia;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Saxifraga osloensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga paniculata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga rivularis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;7;1;1;1;3;1;0;0;0;1;1;0;3
Saxifraga tridactylites;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Scabiosa columbaria;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Schedonorus arundinaceus;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Schedonorus giganteus;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Scheuchzeria palustris;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Schoenoplectus lacustris;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;12;1;1;1;3;1;0;1;1;1;1;1;6
Schoenoplectus tabernaemontani;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;6;1;1;1;3;1;0;1;0;1;0;0;3
Schoenus ferrugineus;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Schoenus nigricans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scirpus radicans;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Scirpus sylvaticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scleranthus annuus;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Scleranthus perennis;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Scorzonera humilis;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Scorzoneroides autumnalis;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Scrophularia nodosa;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Scutellaria galericulata;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Sedum acre;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Sedum album;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Sedum anglicum;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;0;1;6
Sedum annuum;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;11;1;1;1;3;1;1;1;1;1;0;1;6
Sedum rupestre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sedum villosum;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;9;1;1;1;3;1;0;0;0;1;1;0;3
Selaginella selaginoides;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;11;1;1;0;2;1;0;1;1;0;0;1;4
Selinum carvifolia;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Senecio sylvaticus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Serratula tinctoria;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Seseli libanotis;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Sesleria caerulea;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Sibbaldia procumbens;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Silene acaulis;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Silene dioica;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;21;1;1;1;3;1;1;1;1;1;1;1;7
Silene involucrata;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;1;0;2;1;0;1;1;0;0;0;3
Silene nutans;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Silene tatarica;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0;0
Silene uniflora;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;0;0;2
Silene wahlbergella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solanum dulcamara;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;23;1;1;1;3;1;1;1;1;1;1;1;7
Solidago virgaurea;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Sonchus arvensis;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;1;1;0;19;1;1;1;3;1;1;1;1;1;1;0;6
Sonchus palustris;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Sorbus aria;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Sorbus aucuparia;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;25;1;1;1;3;1;1;1;1;1;1;1;7
Sorbus hybrida;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Sorbus intermedia;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;0;1;6
Sorbus lancifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus meinichii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus neglecta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus norvegica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus rupicola;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;1;1;1;3;1;0;0;0;1;0;0;2
Sorbus subarranensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus subpinnata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorbus subsimilis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sparganium angustifolium;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;6;1;1;1;3;1;0;0;0;1;0;1;3
Sparganium emersum;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Sparganium erectum;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Sparganium glomeratum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sparganium gramineum;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;10;1;1;1;3;1;0;0;1;1;1;1;5
Sparganium hyperboreum;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Sparganium natans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spergula arvensis;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Spergula morisonii;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Spergularia media;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Spergularia salina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spirodela polyrhiza;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;12;1;1;1;3;1;0;1;1;0;1;0;4
Stachys palustris;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Stachys sylvatica;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Stellaria alsine var. alsine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Stellaria borealis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;1;0;1
Stellaria crassifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stellaria fennica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stellaria hebecalyx;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stellaria humifusa;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Stellaria longifolia;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;7;1;0;1;2;1;0;0;0;1;1;0;3
Stellaria longipes;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;9;1;1;1;3;1;0;1;1;1;0;0;4
Stellaria media;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Stellaria nemorum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stellaria palustris;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;25;1;1;1;3;1;1;1;1;1;1;1;7
Stellaria uliginosa;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Stuckenia filiformis;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;4;1;1;1;3;1;0;0;0;1;0;0;2
Stuckenia pectinata;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Stuckenia vaginata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suaeda maritima;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Subularia aquatica;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;5;1;1;1;3;1;0;0;0;0;1;0;2
Succisa pratensis;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Taraxacum crocodes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Taraxacum dovrense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
